Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-03-18 00:00:00-04:00,45.91893359534468,46.6224391828751,45.620709510365195,46.247745513916016,29570200,0.0,0.0
2016-03-21 00:00:00-04:00,46.04893122190224,46.50773706560836,45.850113217150884,46.232452392578125,12684400,0.0,0.0
2016-03-22 00:00:00-04:00,45.87305465916806,46.32421499407928,45.5901215746022,46.06422424316406,12042700,0.0,0.0
2016-03-23 00:00:00-04:00,46.14068846398943,46.270682374047745,45.77364323221652,45.834815979003906,11658700,0.0,0.0
2016-03-24 00:00:00-04:00,45.34542802971243,45.50600979183342,45.01661608802666,45.483070373535156,12921200,0.0,0.0
2016-03-28 00:00:00-04:00,45.52130397940941,45.68953415997093,45.25366770762208,45.421897888183594,11159700,0.0,0.0
2016-03-29 00:00:00-04:00,45.368367629207384,45.368367629207384,44.75662261932204,45.13896179199219,15933400,0.0,0.0
2016-03-30 00:00:00-04:00,45.46776979172778,46.056572416890724,45.40659704622594,45.658939361572266,13307100,0.0,0.0
2016-03-31 00:00:00-04:00,45.46013549369293,45.827180808191514,45.20014469796266,45.28425979614258,14904700,0.0,0.0
2016-04-01 00:00:00-04:00,45.13132029202699,45.926586541749494,44.779568922078575,45.78129577636719,15417500,0.0,0.0
2016-04-04 00:00:00-04:00,45.78899442986668,45.889139421813745,45.41923169646174,45.6041145324707,12305000,0.44,0.0
2016-04-05 00:00:00-04:00,45.13421288130183,45.31909574219241,44.84148290931398,44.957035064697266,12886600,0.0,0.0
2016-04-06 00:00:00-04:00,44.81837311658133,45.357611604218825,44.64119530210006,45.303688049316406,12167900,0.0,0.0
2016-04-07 00:00:00-04:00,44.87999449833167,45.01095378961892,43.96329121377318,44.15587615966797,19226800,0.0,0.0
2016-04-08 00:00:00-04:00,44.4563075168455,45.126505233985256,44.44090036877887,44.47941970825195,13547700,0.0,0.0
2016-04-11 00:00:00-04:00,44.610371535558464,45.35760197865171,44.610371535558464,44.833770751953125,17627800,0.0,0.0
2016-04-12 00:00:00-04:00,44.94161888127369,45.75047499053289,44.83377179185417,45.66573715209961,17779200,0.0,0.0
2016-04-13 00:00:00-04:00,46.590146648103214,47.88431763321271,46.51311385033286,47.59929275512695,37516800,0.0,0.0
2016-04-14 00:00:00-04:00,47.52226530194855,48.46208087934513,47.46063964071339,48.215572357177734,24249900,0.0,0.0
2016-04-15 00:00:00-04:00,48.43896785431929,48.454375003082475,47.337381695962804,47.66092300415039,19290700,0.0,0.0
2016-04-18 00:00:00-04:00,47.48375920524352,48.20788071760634,47.399021331361574,47.96907424926758,13813100,0.0,0.0
2016-04-19 00:00:00-04:00,48.18474641868594,48.901162556508126,48.18474641868594,48.77790832519531,19255600,0.0,0.0
2016-04-20 00:00:00-04:00,48.901172502920375,49.540553039588005,48.64696188477475,49.486629486083984,14594400,0.0,0.0
2016-04-21 00:00:00-04:00,49.50203361974471,49.81017069294351,48.79331952683263,48.99360656738281,15395800,0.0,0.0
2016-04-22 00:00:00-04:00,49.024423393069576,49.59447318771658,49.024423393069576,49.27863693237305,12444700,0.0,0.0
